# name, mass, mass_error_min, mass_error_max, radius, radius_error_min, radius_error_max, orbital_period, orbital_period_err_min, orbital_period_err_max, semi_major_axis, semi_major_axis_error_min, semi_major_axis_error_max, eccentricity, eccentricity_error_min, eccentricity_error_max, angular_distance, inclination, inclination_error_min, inclination_error_max, tzero_tr, tzero_tr_error_min, tzero_tr_error_max, tzero_tr_sec, tzero_tr_sec_error_min, tzero_tr_sec_error_max, lambda_angle, lambda_angle_error_min, lambda_angle_error_max, tzero_vr, tzero_vr_error_min, tzero_vr_error_max, temp_calculated, temp_measured, hot_point_lon, log_g, publication_status, discovered, updated, omega, omega_error_min, omega_error_max, tperi, tperi_error_min, tperi_error_max, detection_type, molecules, star_name, ra, dec, mag_v, mag_i, mag_j, mag_h, mag_k, star_distance, star_metallicity, star_mass, star_radius, star_sp_type, star_age, star_teff
Kepler-61 b,,,,0.192,0.0116,0.0116,59.87756,0.0002,0.0002,0.27,0.01,0.01,0.25,0,0.25,,89.8,0.2,0,2454984.188,0.0029,0.0029,,,,,,,,,,,,,,1,2012,7/1/2013,,,,,,,detected by transit,,Kepler-61,295.3042,42.4753,15,,,,,,0.03,0.635,0.62,K7V,1,4017
Kepler-62 b,0.028,0,0.028,0.117,0.0036,0.0036,5.714932,9.00E-06,9.00E-06,0.0553,0.0005,0.0005,,,,,89.2,0.4,0.4,2455003.919,0.0009,0.0009,,,,,,,,,,,,,,1,2013,4/18/2013,,,,,,,detected by transit,,Kepler-62,283.2125,45.3499,14,,,,,,-0.21,0.69,0.63,K2V,,4869
Kepler-62 c,0.0126,0,0.0126,0.048,0.0027,0.0027,12.4417,0.0001,0.0001,0.0929,0.0009,0.0009,,,,,89.7,0.2,0.2,2454967.651,0.008,0.008,,,,,,,,,,,,,,1,2013,8/30/2013,,,,,,,detected by transit,,Kepler-62,283.2125,45.3499,14,,,,,,-0.21,0.69,0.63,K2V,,4869
Kepler-62 d,0.044,0,0.044,0.174,0.0063,0.0063,18.16406,2.00E-05,2.00E-05,0.12,0.001,0.001,,,,,89.7,0.3,0.3,2455013.812,0.0008,0.0008,,,,,,,,,,,,,,1,2013,4/18/2013,,,,,,,detected by transit,,Kepler-62,283.2125,45.3499,14,,,,,,-0.21,0.69,0.63,K2V,,4869
Kepler-62 e,0.113,0,0.113,0.144,0.0045,0.0045,122.3874,0.0008,0.0008,0.427,0.004,0.004,,,,,89.98,0.02,0.02,2454983.404,0.003,0.003,,,,,,,,,,,,,,1,2013,4/18/2013,,,,,,,detected by transit,,Kepler-62,283.2125,45.3499,14,,,,,,-0.21,0.69,0.63,K2V,,4869
Kepler-62 f,0.11,0,0.11,0.126,0.0063,0.0063,267.291,0.005,0.005,0.718,0.007,0.007,,,,,89.9,0.03,0.03,2455412.71,0.0006,0.0006,,,,,,,,,,,,,,1,2013,4/19/2013,,,,,,,detected by transit,,Kepler-62,283.2125,45.3499,14,,,,,,-0.21,0.69,0.63,K2V,,4869
Kepler-63 b,,,,0.545,0.02,0.02,9.4341505,1.00E-06,1.00E-06,0.08,0.002,0.002,,,,,87.806,0.018,0.019,,,,,,,,,,,,,,,,,1,2013,10/28/2013,,,,,,,detected by transit,,TYC 3550-458-1,289.225,49.54819722,12.02,,,,,200,0.05,0.984,0.901,,,5576
Kepler-65 b,,,,0.127,0.003,0.003,2.15491,,,0.035,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,1,2013,7/17/2013,,,,,,,detected by transit,,Kepler-65,288.6875,41.15113583,11.6,,,,,,0.17,1.25,1.41,B,2.9,6211
Kepler-65 c,0.084951074,0.05663405,0.05663405,0.23,0.005,0.005,5.859944,,,0.068,0.004,0.002,,,,,,,,,,,,,,,,,,,,,,,,1,2013,10/31/2013,,,,,,,detected by transit,,Kepler-65,288.6875,41.15113583,11.6,,,,,,0.17,1.25,1.41,B,2.9,6211
Kepler-65 d,0.006292672,0.006292672,0.006292672,0.135,0.004,0.004,8.13123,,,0.084,0.006,0.002,,,,,,,,,,,,,,,,,,,,,,,,1,2013,10/31/2013,,,,,,,detected by transit,,Kepler-65,288.6875,41.15113583,11.6,,,,,,0.17,1.25,1.41,B,2.9,6211
Kepler-66 b,0.31,0.07,0.07,0.25,0.006,0.006,17.815815,7.50E-05,7.50E-05,0.1352,0.0017,0.0017,,,,,,,,2454967.485,0.0025,0.0025,,,,,,,,,,,,,,1,2013,6/27/2013,,,,,,,detected by transit,,Kepler-66,293.9833,46.6878,15.3,,,,,1107,0.012,1.038,0.966,GOV,1,5962
Kepler-67 b,0.31,0.06,0.06,0.26,0.014,0.014,15.7259,0.00011,0.00011,0.1171,0.0015,0.0015,,,,,,,,2454966.986,0.0048,0.0048,,,,,,,,,,,,,,1,2013,6/27/2013,,,,,,,detected by transit,,Kepler-67,294.1542,46.1664,16.4,,,,,1107,0.012,0.865,0.778,G9V,1,5331
Kepler-68 b,0.023880691,0.008180474,0.008180474,0.205192622,0.004460709,0.007137135,5.398763,4.00E-06,4.00E-06,0.0617,0.00056,0.00056,0,,,,87.6,0.9,0.9,2455006.857,0.00042,0.00042,,,,,,,,,,,,,,1,2013,11/5/2013,,,,,,,detected by transit,,Kepler-68,291.0333333,49.04027778,,,,,,135,0.12,1.079,1.243,,6.3,5793
Kepler-68 c,0.015,0.008,0.011,0.081,0.003,0.003,9.605065,7.20E-05,7.20E-05,0.09059,0.00082,0.00082,,,,,86.93,0.41,0.41,2454969.381,0.0041,0.0041,,,,,,,,,,,,,,1,2013,2/13/2013,,,,,,,detected by transit,,Kepler-68,291.0333333,49.04027778,,,,,,135,0.12,1.079,1.243,,6.3,5793
Kepler-68 d,0.947,0.035,0.035,,,,580,15,15,1.4,0.03,0.03,0.18,0.05,0.05,,,,,,,,,,,,,,,,,,,,,1,2013,2/13/2013,,,,,,,detected by radial velocity,,Kepler-68,291.0333333,49.04027778,,,,,,135,0.12,1.079,1.243,,6.3,5793
Kepler-69 b,,,,0.2,0.039,0.026,13.722341,3.60E-05,3.60E-05,0.094,0.023,0.016,,,,,89.62,0.26,0.45,2454970.841,0.0016,0.0016,,,,,,,,,,,,,,1,2013,4/19/2013,,,,,,,detected by transit,,Kepler-69,293.2625,44.8689,13.7,,,,,,-0.29,0.81,0.93,G4V,,5638
Kepler-69 c,,,,0.153,0.03,0.021,242.4613,0.0059,0.0064,0.64,0.15,0.11,,,,,89.85,0.03,0.08,24544983.87,0.016,0.016,,,,,,,,,,,,,,1,2013,4/19/2013,,,,,,,detected by transit,,Kepler-69,293.2625,44.8689,13.7,,,,,,-0.29,0.81,0.93,G4V,,5638
Kepler-7 b,0.433,0.041,0.042,1.614,0.015,0.015,4.885525,4.00E-05,4.00E-05,0.06246,0.00046,0.00046,0.1,0.1,0.1,,85.18,0.076,0.076,2454967.276,0.0002,0.0002,,,,,,,,,,1586,,,,1,2010,10/19/2013,357.1,2.8,2.8,,,,detected by transit,,Kepler-7,288.5833333,41.0897222,,,,,,,0.11,1.36,2.02,,3.5,5933
Kepler-70  b,0.014,,,0.068,,,0.2401,4.00E-06,4.00E-06,0.006,,,,,,5.00E-06,,,,,,,,,,,,,,,,,,,,1,2011,11/5/2013,,,,,,,detected by imaging,,KOI-55,296.3541667,41.0927778,14.87,,,,,1180,,0.496,0.203,sdB,0.0184,27730
Kepler-70 c,0.0021,,,0.078,,,0.34289,1.30E-05,1.30E-05,0.0076,,,,,,6.00E-06,,,,,,,,,,,,,,,,,,,,1,2011,11/5/2013,,,,,,,detected by imaging,,KOI-55,296.3541667,41.0927778,14.87,,,,,1180,,0.496,0.203,sdB,0.0184,27730
Kepler-71 b,,,,1.0452,0.5,0.5,3.905081,7.20E-05,7.20E-05,0.047,,,0,,,,89.95,,,,,,,,,,,,,,,,,,,4,2013,10/28/2013,,,,,,,detected by transit,,Kepler-71,294.865509,46.285851,15.386,,,,,,-0.2,0.923,0.816,,,5591
Kepler-74 b,0.68,0.09,0.09,1.32,0.14,0.14,7.340718,1.00E-06,1.00E-06,0.084,0.014,0.014,0.287,0.062,0.062,,85.55,0.96,0.96,2454967.345,0.0003,0.0003,,,,,,,,,,,,,,2,2012,9/24/2013,64,21,21,2454967.04,0.21,0.34,detected by transit,,Kepler-74,293.0916667,41.3555556,14.23,,,,,1330,0.34,1.4,1.51,F8V,2.9,6050
Kepler-75 b,9.9,0.5,0.5,1.03,0.06,0.06,8.884924,2.00E-06,2.00E-06,0.08,0.05,0.05,0.569,0.01,0.01,,89.1,0.6,1,2455002.991,0.0002,0.0002,,,,,,,,,,,,,,1,2013,9/24/2013,63.6,1.4,1.4,2455002.841,0.011,0.011,detected by transit,,Kepler-75,291.1375,36.5775,15,,,,,1140,-0.07,0.88,0.88,G8V,6,5330
Kepler-76 b,1.96,0.25,0.25,1.25,0.08,0.08,1.54492875,2.70E-07,2.70E-07,0.028,0.003,0.003,,,,,78,0.2,0.2,2454966.548,7.00E-05,7.00E-05,,,,,,,,,,,,,,1,2013,7/5/2013,,,,,,,detected by transit,,Kepler-76,294.1917,39.6189,14,,,,,,-0.1,1.2,1.12,,,6300
Kepler-77 b,0.43,0.032,0.032,0.96,0.016,0.016,3.5787087,2.30E-07,2.30E-07,0.04501,0.00063,0.00063,0,,,,88,0.11,0.11,2455095.866,2.90E-05,2.90E-05,,,,,,,,,,,,,,1,2013,9/18/2013,,,,,,,detected by transit,,Kepler-77,289.607971,44.345421,15,,,,,570,0.2,0.95,0.99,G5V,7.5,5520
Kepler-78 b,0.005317308,0.001289998,0.001289998,0.10705702,0.008029277,0.008029277,0.35500745,8.00E-08,8.00E-08,0.01,0.011,0.0025,,,,,81,6,9,2454953.96,0.00015,0.00015,,,,,,,,,,2330,,,,1,2013,10/31/2013,,,,,,,detected by transit,,Kepler-78,293.7417,44.4483,12,,,,,,-0.08,0.84,0.73,G,,5143
Kepler-79 b,0.188780165,0.031463361,0.031463361,0.2948,0.098,0.098,13.484697,5.10E-05,5.10E-05,0.117,,,,,,,84.8,,,,,,,,,,,,,,,868,,,,4,2013,10/31/2013,,,,,,,detected by transit,,Kepler-79,300.51712,44.38158,14.11,,,,,,,1.165,1.302,,3.44,6174
Kepler-79 c,0.047195041,0.009439008,0.009439008,0.333,0.098,0.098,27.4029,0.0008,0.0008,0.187,0.003,0.003,0.03,0.027,0.021,,89.48,0.09,0.09,,,,,,,,,,,,,685,,,,1,2013,10/31/2013,,,,,,,detected by transit,,Kepler-79,300.51712,44.38158,14.11,,,,,,,1.165,1.302,,3.44,6174
Kepler-79 d,0.069219394,0.022024353,0.022024353,0.64,0.012,0.012,52.0902,0.001,0.001,0.287,0.004,0.004,0.025,0.059,0.023,,89.93,0.07,0.03,,,,,,,,,,,,,553,,,,4,2013,10/31/2013,,,,,,,detected by transit,,Kepler-79,300.51712,44.38158,14.11,,,,,,,1.165,1.302,,3.44,6174
Kepler-79 e,0.0129,0.003,0.003,0.312,0.1,0.1,81.0659,0.0013,0.0013,0.386,0.005,0.005,0.012,0.044,0.005,,89.13,0.02,0.02,,,,,,,,,,,,,477,,,,4,2013,10/31/2013,,,,,,,detected by transit,,Kepler-79,300.51712,44.38158,14.11,,,,,,,1.165,1.302,,3.44,6174
Kepler-8 b,0.603,0.19,0.13,1.419,0.058,0.058,3.52254,5.00E-05,5.00E-05,0.0483,0.0012,0.0012,0,,,3.60E-05,84.07,0.33,0.33,2454954.118,0.0004,0.0004,,,,,,,,,,1638,,,,3,2010,10/19/2013,,,,,,,detected by transit,,Kepler-8,281.2875,42.4511111,13.9,,,,,1330,-0.055,1.213,1.486,,3.84,6213
Kepler-80 b,,,,0.21,,,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2012,9/24/2013,,,,,,,detected by transit,,Kepler-80,296.1125,39.9788889,15,,,,,,-0.56,,0.738,,,4250
Kepler-80 c,,,,0.23,,,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2012,9/24/2013,,,,,,,detected by transit,,Kepler-80,296.1125,39.9788889,15,,,,,,-0.56,,0.738,,,4250
Kepler-80 d,,,,0.125,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2012,9/24/2013,,,,,,,detected by transit,,Kepler-80,296.1125,39.9788889,15,,,,,,-0.56,,0.738,,,4250
Kepler-80 e,,,,0.134,,,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2012,9/24/2013,,,,,,,detected by transit,,Kepler-80,296.1125,39.9788889,15,,,,,,-0.56,,0.738,,,4250
Kepler-80 f,,,,0.116,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2012,9/24/2013,,,,,,,detected by transit,,Kepler-80,296.1125,39.9788889,15,,,,,,-0.56,,0.738,,,4250
Kepler-81 b,,,,0.2269,0.017,0.017,5.954893,1.10E-05,1.10E-05,0.056,,,0,,,,85.94,,,,,,,,,,,,,,,646,,,,4,2013,9/22/2013,,,,,,,detected by transit,,Kepler-81,293.636963,42.82497,15.563,,,,,,-0.2,0.648,0.578,,,4391
Kepler-81 c,,,,0.2188,0.017,0.017,12.039901,3.50E-05,3.50E-05,0.089,,,0,,,,87.66,,,,,,,,,,,,,,,513,,,,4,2013,9/22/2013,,,,,,,detected by transit,,Kepler-81,293.636963,42.82497,15.563,,,,,,-0.2,0.648,0.578,,,4391
Kepler-82 b,,,,0.3573,0.161,0.161,26.44288,0.00013,0.00013,0.169,,,0,,,,89.38,,,,,,,,,,,,,,,581,,,,4,2013,9/22/2013,,,,,,,detected by transit,,Kepler-82 ,292.873383,42.966141,15.437,,,,,,,,,,,5500
Kepler-82 c,,,,0.4734,0.214,0.214,51.53005,0.00018,0.00018,0.264,,,0,,,,89.95,,,,,,,,,,,,,,,464,,,,4,2013,9/22/2013,,,,,,,detected by transit,,Kepler-82 ,292.873383,42.966141,15.437,,,,,,,,,,,5500
Kepler-83 b,,,,0.209,0.19,0.19,9.770513,4.70E-05,4.70E-05,0.078,,,0,,,,88.24,,,,,,,,,,,,,,,,,,,4,2013,9/22/2013,,,,,,,detected by transit,,Kepler-83,282.232513,43.66563,16.511,,,,,,-0.2,0.664,0.539,,,4164
Kepler-83 c,,,,0.1733,0.21,0.21,20.08976,0.00021,0.00021,0.126,,,0,,,,88.81,,,,,,,,,,,,,,,,,,,4,2013,9/22/2013,,,,,,,detected by transit,,Kepler-83,282.232513,43.66563,16.511,,,,,,-0.2,0.664,0.539,,,4164
Kepler-84 b,,,,0.1965,0.009,0.009,8.725854,6.00E-05,6.00E-05,0.083,,,0,,,,88.24,,,,,,,,,,,,,,,937,,,,4,2013,9/22/2013,,,,,,,detected by transit,,Kepler-84,298.252045,40.496078,15.032,,,,,,-0.2,1.022,1.035,,,6015
Kepler-84 c,,,,0.2144,0.098,0.098,12.882525,9.30E-05,9.30E-05,0.108,,,0,,,,88.24,,,,,,,,,,,,,,,821,,,,4,2013,9/22/2013,,,,,,,detected by transit,,Kepler-84,298.252045,40.496078,15.032,,,,,,-0.2,1.022,1.035,,,6015
Kepler-85 b,0.0465,,,0.178,,,8.305992,,,0.07891,,,,,,,,,,2454972.717,,,,,,,,,,,,,,,,1,2013,9/24/2013,,,,,,,detected by transit,,Kepler-85,290.975,45.2903,15,,,,,,,0.95,0.84,,,5666
Kepler-85 c,0.059,,,0.197,,,12.51217,,,0.10369,,,,,,,,,,2454972.456,,,,,,,,,,,,,,,,1,2013,9/24/2013,,,,,,,detected by transit,,Kepler-85,290.975,45.2903,15,,,,,,,0.95,0.84,,,5666
Kepler-86 b,,,,0.905,0.05,0.05,282.5255,0.001,0.001,0.828,0.009,0.009,0.41,0.08,0.29,,89.83,0.03,0.03,2455195.579,,,,,,,,,,,,281,,,,1,2013,9/30/2013,3.4,54,3.4,,,,detected by transit,,KIC 12735740,289.7625,51.9625,,,,,,,-0.079,0.94,1,,,5629
Kepler-87 b,1.02,0.16,0.16,1.21,0.006,0.006,114.73709,0.00026,0.00026,0.471,0.028,0.028,0.036,0.009,0.009,,89.274,0.034,0.034,,,,,,,,,,,,,478.1,,,,1,2013,10/11/2013,238.6,27.6,27.6,,,,detected by transit,,KOI-1574,297.9167,46.965,15,,,,,,-0.17,1.1,1.82,,7.5,5600
Kepler-87 c,0.0201,0.01,0.01,0.549,0.008,0.008,192.363,0.0074,0.0074,0.664,0.013,0.013,0.039,0.012,0.012,,89.588,0.031,0.031,,,,,,,,,,,,,403.3,,,,1,2012,10/11/2013,223.2,18.8,18.8,,,,detected by transit,,KOI-1574,297.9167,46.965,15,,,,,,-0.17,1.1,1.82,,7.5,5600
Kepler-88 b,0.0055264,0.0055264,0,0.37647,0.026,0.0347,10.9542,6.40E-05,0.00143,,,,0.05611,0.00121,0.00052,,0.962,0.077,0.078,,,,,,,,,,,,,,,,,1,2013,10/21/2013,90.7,3.4,1,,,,detected by transit,,Kepler-88,291.15,40.6694,5.183,,11.882,11.517,11.454,385,0.37,1.022,0.961,B,2.45,5513
Kepler-88 c,0.76,0.32,0.16,,,,22.1,0.25,0.25,0.1529,0.0021,0.0021,0.19,0.3,0.14,,3.7,2.7,2.1,,,,,,,,,,,,,,,,,1,2013,12/9/2013,,,,,,,detected by radial velocity,,Kepler-88,291.15,40.6694,5.183,,11.882,11.517,11.454,385,0.37,1.022,0.961,B,2.45,5513
Kepler-89 b,0.033,0.014,0.014,0.153,0.014,0.014,3.7432451,3.10E-05,3.10E-05,0.05,,,,,,,,,,2454965.74,0.00019,0.00019,,,,,,,,,,,,,,1,2012,11/5/2013,,,,,,,detected by transit,,KOI-94,297.3333,41.8911,12.4,,,,,,-0.01,1.25,1.656,,3.9,6116
Kepler-89 c,0.03,0.018,0.049,0.386,0.008,0.008,10.423707,2.60E-05,2.60E-05,0.099,,,,,,,,,,2454971.007,0.00093,0.00093,,,,,,,,,,,,,,1,2012,11/5/2013,,,,,,,detected by transit,,KOI-94,297.3333,41.8911,12.4,,,,,,-0.01,1.25,1.656,,3.9,6116
Kepler-89 d,0.164,0.022,0.022,1,0.095,0.095,22.3430004,1.10E-05,1.10E-05,0.165,,,,,,,,,,2454965.74,0.00019,0.00019,,,,,,,,,,,,,,1,2012,11/5/2013,,,,,,,detected by transit,,KOI-94,297.3333,41.8911,12.4,,,,,,-0.01,1.25,1.656,,3.9,6116
Kepler-89 e,0.041,0.008,0.008,0.55,0.05,0.05,54.319931,0.00012,0.00012,0.298,,,,,,,,,,2454994.24,0.00079,0.00079,,,,,,,,,,,,,,1,2012,11/5/2013,,,,,,,detected by transit,,KOI-94,297.3333,41.8911,12.4,,,,,,-0.01,1.25,1.656,,3.9,6116
Kepler-9 b,0.248560551,0.020986062,0.020986062,0.841289752,0.068694921,0.068694921,19.243158,9.80E-05,9.80E-05,0.14,0.001,0.001,,,,,88.55,0.25,0.25,5073.43381,0.00052,0.00052,,,,,,,,,,,,,,1,2010,11/15/2013,,,,,,,detected by transit,,Kepler-9,285.575,38.4008333,13.9,,,,,,0.17,1,1.1,,3,5722
Kepler-9 c,0.168328981,0.017367775,0.017367775,0.822554773,0.066910638,0.066910638,38.90861,0.000738,0.000738,0.225,0.001,0.001,,,,,88.12,0.17,0.17,5164.18301,0.00074,0.00074,,,,,,,,,,,,,,1,2010,11/15/2013,,,,,,,detected by transit,,Kepler-9,285.575,38.4008333,13.9,,,,,,0.17,1,1.1,,3,5722
Kepler-9 d,0.022,inf,inf,0.147,0.013,0.013,1.592851,4.50E-05,4.50E-05,0.0273,0.00043,0.00043,,,,,,,,2455015.094,0.0033,0.0033,,,,,,,,,,,,,,1,2010,11/23/2010,,,,,,,detected by transit,,Kepler-9,285.575,38.4008333,13.9,,,,,,0.17,1,1.1,,3,5722
Kepler-90 b,,,,0.117,0.015,0.015,7.008151,1.90E-05,1.90E-05,0.074,0.016,0.016,,,,,89.4,1.5,1.5,245470.9606,0.0017,0.0017,,,,,,,,,,1056,,,,1,2013,11/5/2013,,,,,,,detected by transit,,KOI-351,284.433502,49.305161,14,,,,,,-0.17,1.13,1.2,,,5930
Kepler-90 c,,,,0.106,0.013,0.013,8.719375,2.70E-05,2.70E-05,0.089,0.012,0.012,,,,,89.68,0.74,0.74,2454872.569,0.0023,0.0023,,,,,,,,,,981,,,,1,2013,11/5/2013,,,,,,,detected by transit,,KOI-351,284.433502,49.305161,14,,,,,,-0.17,1.13,1.2,,,5930
Kepler-90 d,,,,0.257,0.027,0.027,59.73667,0.00038,0.00038,0.32,0.05,0.05,,,,,89.71,0.029,0.029,2454991.966,0.0042,0.0042,,,,,,,,,,518,,,,1,2013,11/5/2013,,,,,,,detected by transit,,KOI-351,284.433502,49.305161,14,,,,,,-0.17,1.13,1.2,,,5930
Kepler-90 e,,,,0.238,0.026,0.026,91.93913,0.00073,0.00073,0.42,0.06,0.06,,,,,89.79,0.19,0.19,2454967.313,0.0063,0.0063,,,,,,,,,,448,,,,1,2013,11/5/2013,,,,,,,detected by transit,,KOI-351,284.433502,49.305161,14,,,,,,-0.17,1.13,1.2,,,5930
Kepler-90 f,,,,0.258,0.047,0.047,124.9144,0.0019,0.0019,0.48,0.09,0.09,0.01,0.02,0.01,,89.77,0.31,0.31,2455087.704,0.014,0.014,,,,,,,,,,592,,,,1,2013,11/5/2013,,,,,,,detected by transit,,KOI-351,284.433502,49.305161,14,,,,,,-0.17,1.13,1.2,,,5930
Kepler-90 g,,,,0.725,0.072,0.072,210.60697,0.00043,0.00043,0.71,0.08,0.08,,,,,89.8,0.06,0.06,2454850.036,0.0014,0.0014,,,,,,,,,,340,,,,1,2013,11/5/2013,,,,,,,detected by transit,,KOI-351,284.433502,49.305161,14,,,,,,-0.17,1.13,1.2,,,5930
Kepler-90 h,,,,1.01,0.09,0.09,331.60059,0.00037,0.00037,1.01,0.11,0.11,,,,,89.6,1.3,1.3,2454973.496,0.00082,0.00082,,,,,,,,,,292,,,,1,2013,11/5/2013,,,,,,,detected by transit,,KOI-351,284.433502,49.305161,14,,,,,,-0.17,1.13,1.2,,,5930
Kepler-91 b,0.88,0.17,0.33,1.384,0.011,0.054,6.24658,8.20E-05,8.20E-05,0.072,0.002,0.007,0,,,,68.5,1,1.6,,,,,,,,,,,,,,,,,1,2013,12/16/2013,316.8,21,74,,,,detected by transit,,Kepler-91,285.6708333,44.11666667,12.9,,,,,1030,0.11,1.31,6.3,,4.86,4550
Kepler-92 b,0.189,0.28,0.126,0.314,0.039,0.039,13.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-92,289.0875,41.5631,11.6,,,,,,,1.17,1.53,,,
Kepler-92 c,0.0179,0.0277,0.011,0.233,0.029,0.029,26.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-92,289.0875,41.5631,11.6,,,,,,,1.17,1.53,,,
